gid	HCT116_ctrl1	HCT116_ctrl2	HCT116_ctrl3	HCT116_curcumin1	HCT116_curcumin2	HCT116_curcumin3
ENSG00000180138	0	0	0	0	0	0
ENSG00000232872	10	4	4	0	0	0
ENSG00000279677	2	2	0	0	0	0
ENSG00000133111	212	151	237	82	54	84
ENSG00000133107	0	0	0	2	0	0
ENSG00000240767	0	0	0	0	0	0
ENSG00000252854	0	0	0	0	0	0
ENSG00000251106	0	0	0	0	0	0
ENSG00000287863	0	0	0	0	0	0
ENSG00000223336	2	0	0	0	0	0
ENSG00000252385	0	0	0	0	0	0
ENSG00000241353	0	0	0	0	0	0
ENSG00000227019	0	0	0	0	0	0
ENSG00000205105	0	2	4	0	4	4
ENSG00000230243	0	0	0	0	0	0
ENSG00000080618	2	10	0	0	11	6
ENSG00000136167	88	66	82	46	52	28
ENSG00000215475	0	0	0	12	0	0
ENSG00000102452	2	0	6	2	0	0
ENSG00000175820	5	8	0	12	16	0
ENSG00000151287	350	391	438	179	190	233
ENSG00000270181	0	0	0	0	0	0
ENSG00000134897	297	302	377	65	95	82
ENSG00000272542	0	0	0	0	0	0
ENSG00000183087	2378	2327	3234	1364	1332	1424
ENSG00000136159	947	1268	1134	758	981	755
ENSG00000276968	0	3	0	14	4	0
ENSG00000136146	635	739	823	172	168	133
ENSG00000224510	0	0	0	0	0	0
ENSG00000225131	34	24	8	16	16	26
ENSG00000102683	0	0	0	2	0	0
ENSG00000139746	2211	2744	2574	828	800	721
ENSG00000102780	1093	698	740	211	180	125
ENSG00000136143	781	1208	960	502	588	513
ENSG00000225203	0	0	0	0	0	0
ENSG00000261553	10	0	5	4	0	4
ENSG00000228444	0	2	2	2	0	0
ENSG00000230902	0	0	0	0	0	0
ENSG00000201793	4	0	0	0	0	1
ENSG00000218502	0	0	0	0	0	5
ENSG00000169508	10	7	13	0	0	0
ENSG00000270381	0	0	0	0	0	0
ENSG00000253051	0	0	0	0	0	0
ENSG00000199477	17	11	4	1	2	4
ENSG00000228886	12	0	2	0	1	0
ENSG00000214455	0	0	0	0	0	0
ENSG00000139826	553	490	620	126	185	105
ENSG00000277246	0	2	0	0	3	0
ENSG00000223177	0	0	2	0	0	0
ENSG00000283384	0	0	0	7	13	0
ENSG00000232087	0	0	0	0	0	0
ENSG00000278462	11	0	0	0	0	4
ENSG00000139684	2476	2895	3016	2071	2465	2544
ENSG00000102468	0	0	0	0	0	0
ENSG00000202151	0	0	0	0	0	0
ENSG00000238213	0	0	0	0	0	0
ENSG00000277549	0	0	0	0	0	0
ENSG00000223076	0	0	0	0	0	0
ENSG00000236608	0	0	0	0	0	0
ENSG00000279657	0	0	0	0	0	0
ENSG00000083544	387	468	444	144	154	260
ENSG00000207203	0	0	0	0	0	0
ENSG00000133104	0	0	0	0	0	0
ENSG00000232314	0	0	0	0	0	0
ENSG00000102572	6232	5436	5995	2133	2514	3147
ENSG00000136161	134	146	163	70	78	94
ENSG00000178235	0	0	0	0	0	0
ENSG00000032742	506	497	552	133	213	258
ENSG00000125247	864	728	804	620	473	570
ENSG00000133106	27	0	30	10	0	15
ENSG00000127863	208	98	154	34	40	38
ENSG00000224821	0	0	0	0	0	0
ENSG00000232814	0	0	0	0	0	0
ENSG00000139832	481	398	542	83	81	60
ENSG00000275880	36	14	38	32	26	6
ENSG00000134905	1369	1408	1448	882	891	1071
ENSG00000264226	0	0	0	0	0	0
ENSG00000244264	0	0	0	6	0	0
ENSG00000165572	844	759	838	309	189	108
ENSG00000215482	4	4	0	0	0	0
ENSG00000120696	455	490	547	167	87	72
ENSG00000225133	0	4	0	0	0	0
ENSG00000120662	172	202	314	146	117	168
ENSG00000277662	21	17	58	4	16	8
ENSG00000231404	0	0	0	0	0	0
ENSG00000172766	754	936	772	813	539	368
ENSG00000223280	0	5	0	0	0	0
ENSG00000214222	0	0	2	0	4	0
ENSG00000215480	0	0	0	0	5	0
ENSG00000102760	313	194	472	298	144	160
ENSG00000102763	1304	1288	1293	533	692	711
ENSG00000284584	0	0	0	0	0	0
ENSG00000241406	0	0	2	0	0	0
ENSG00000206962	0	0	0	0	0	0
ENSG00000229696	0	6	0	0	0	0
ENSG00000226093	0	0	0	0	0	0
ENSG00000231530	8	4	0	1	0	0
ENSG00000237263	2	0	2	0	2	0
ENSG00000286334	1	2	6	2	0	0
ENSG00000202290	11	3	1	0	0	0
ENSG00000125249	2112	2025	2114	964	938	829
ENSG00000276573	3	6	6	1	0	9
ENSG00000276704	0	7	0	0	1	2
ENSG00000271625	0	0	0	0	4	0
ENSG00000139679	0	6	0	22	0	8
ENSG00000213995	2185	1689	2208	1519	1010	1213
ENSG00000237672	21	37	19	2	2	0
ENSG00000279951	0	0	2	0	5	0
ENSG00000121743	1465	1176	1342	188	159	250
ENSG00000260131	0	0	0	0	0	0
ENSG00000165474	2163	1745	2112	221	400	490
ENSG00000279065	0	0	0	0	4	0
ENSG00000121742	0	0	0	0	0	0
ENSG00000121741	1760	1241	1775	730	554	735
ENSG00000238286	5	4	4	0	2	0
ENSG00000222726	4	0	3	0	0	0
ENSG00000278291	23	21	25	0	3	1
ENSG00000279135	0	2	2	0	16	0
ENSG00000150456	220	212	221	138	99	68
ENSG00000233524	4	0	0	0	0	0
ENSG00000275485	2	1	0	0	0	0
ENSG00000236704	0	0	0	11	4	0
ENSG00000234363	0	0	0	0	0	0
ENSG00000213621	8	11	6	14	14	20
ENSG00000150457	1623	1201	1664	1978	1006	826
ENSG00000233851	0	0	0	4	0	0
ENSG00000201821	0	2	0	0	0	0
ENSG00000180172	0	0	0	0	0	0
ENSG00000225585	0	0	0	0	0	0
ENSG00000275689	0	0	0	0	0	0
ENSG00000151849	492	738	565	205	149	198
ENSG00000232858	0	0	0	0	0	0
ENSG00000234152	0	0	0	14	1	4
ENSG00000199767	0	0	0	0	0	0
ENSG00000180803	0	0	0	0	0	0
ENSG00000242381	0	0	0	0	0	0
ENSG00000223158	0	0	0	0	0	0
ENSG00000180730	0	0	0	86	58	42
ENSG00000277319	0	0	0	0	0	0
ENSG00000133105	0	0	0	0	0	0
ENSG00000287904	0	0	0	0	0	0
ENSG00000073910	176	84	110	43	59	48
ENSG00000229715	0	0	0	0	0	0
ENSG00000279314	8	2	6	0	10	0
ENSG00000278732	0	0	0	0	0	0
ENSG00000083642	999	1268	1003	521	303	364
ENSG00000207325	0	0	3	0	0	0
ENSG00000277151	8	2	6	30	0	0
ENSG00000273886	0	0	0	0	0	0
ENSG00000232795	0	0	0	0	0	0
ENSG00000234835	2	0	1	0	0	0
ENSG00000287650	0	0	0	0	0	0
ENSG00000288330	0	0	0	0	0	0
ENSG00000222148	0	0	0	0	0	0
ENSG00000181358	0	0	0	4	0	0
ENSG00000200064	0	0	0	0	0	0
ENSG00000232307	0	0	0	1	0	0
ENSG00000275968	0	0	0	0	0	0
ENSG00000275502	0	0	0	0	0	0
ENSG00000253797	0	0	0	0	0	0
ENSG00000285160	0	0	0	0	0	0
ENSG00000102786	1545	1396	1404	880	665	707
ENSG00000243900	0	0	0	0	0	0
ENSG00000229906	0	0	0	0	0	0
ENSG00000266611	0	0	0	0	0	0
ENSG00000252141	0	0	0	0	0	0
ENSG00000206920	0	0	0	0	0	0
ENSG00000242893	1	0	0	0	0	0
ENSG00000224451	1	0	0	0	7	0
ENSG00000123171	0	0	0	0	0	0
ENSG00000125245	21	6	5	1	0	12
ENSG00000132938	31	16	8	38	36	6
ENSG00000102524	21	6	12	40	1	0
ENSG00000233963	0	0	0	3	8	0
ENSG00000234706	0	0	0	0	0	10
ENSG00000127870	1387	1524	1611	592	520	641
ENSG00000271559	0	0	0	0	0	0
ENSG00000227882	0	0	0	0	0	0
ENSG00000132932	4	0	6	18	10	38
ENSG00000151835	2991	3460	2675	520	438	416
ENSG00000229152	340	303	361	58	0	0
ENSG00000227105	4	0	0	0	4	0
ENSG00000233644	0	6	0	0	0	0
ENSG00000274614	0	0	0	0	0	0
ENSG00000153495	2	4	0	8	20	6
ENSG00000285444	0	0	0	0	0	0
ENSG00000178695	128	148	122	72	70	56
ENSG00000278727	0	0	0	2	0	0
ENSG00000118903	0	0	0	0	0	0
ENSG00000233873	0	0	0	10	0	2
ENSG00000228002	0	0	0	12	6	4
ENSG00000102805	193	158	188	49	74	77
ENSG00000283208	5	9	0	0	0	0
ENSG00000005812	950	1057	1230	181	139	151
ENSG00000236051	5	1	6	1	0	0
ENSG00000274898	0	0	8	0	2	2
ENSG00000229521	0	0	0	0	0	0
ENSG00000277159	6	2	14	10	6	0
ENSG00000197595	0	0	0	0	0	0
ENSG00000232684	2	2	0	0	0	0
ENSG00000277545	0	0	0	8	0	2
ENSG00000267868	2	0	0	0	0	0
ENSG00000235280	7	6	3	6	9	13
ENSG00000269356	4	0	0	0	0	0
ENSG00000269376	6	0	0	3	0	0
ENSG00000253309	20	12	15	30	2	13
ENSG00000139780	0	0	0	29	24	24
ENSG00000134899	52	36	43	9	15	23
ENSG00000125255	0	0	0	0	0	0
ENSG00000172458	99	40	93	34	29	34
ENSG00000134864	222	106	218	57	113	63
ENSG00000068650	9359	7497	6676	2176	1796	1886
ENSG00000152207	0	0	0	2	12	0
ENSG00000165621	0	2	2	0	0	0
ENSG00000188243	727	603	968	1876	1671	1636
ENSG00000136114	57	47	91	60	24	14
ENSG00000199605	0	0	0	0	0	0
ENSG00000136100	1415	1771	1635	669	729	791
ENSG00000136108	2044	3361	2712	832	1019	1054
ENSG00000280296	0	0	0	0	0	0
ENSG00000165416	2186	2664	2534	2230	1898	1951
ENSG00000139675	0	0	0	0	0	0
ENSG00000182346	0	0	0	0	0	0
ENSG00000201245	2	0	0	0	0	0
ENSG00000043355	2157	1553	2177	925	586	550
ENSG00000260738	0	0	0	0	6	4
ENSG00000225999	0	0	0	0	0	0
ENSG00000236554	0	0	2	0	0	0
ENSG00000228501	4	4	0	0	0	0
ENSG00000270632	0	0	0	0	0	0
ENSG00000139800	960	841	863	417	294	341
ENSG00000139517	1114	1089	1096	374	348	373
ENSG00000226703	0	0	0	0	0	0
ENSG00000169840	0	0	1	9	16	0
ENSG00000247381	0	1	4	4	4	3
ENSG00000207330	0	0	0	0	0	0
ENSG00000139515	150	131	169	64	22	18
ENSG00000186184	3011	2363	3624	4907	4616	4511
ENSG00000174405	452	464	466	120	120	132
ENSG00000234168	2	0	0	1	0	0
ENSG00000234239	0	0	0	0	0	0
ENSG00000287746	0	0	0	0	3	8
ENSG00000263615	2	0	0	0	0	0
ENSG00000125246	326	176	360	209	205	219
ENSG00000198542	42	23	27	56	22	25
ENSG00000102710	839	925	628	513	532	603
ENSG00000172915	411	369	470	147	111	117
ENSG00000136169	280	209	346	135	140	152
ENSG00000236577	3	1	0	0	0	0
ENSG00000136147	245	174	257	112	159	213
ENSG00000136144	1563	1633	2066	1313	994	1194
ENSG00000252128	0	0	0	0	0	0
ENSG00000165480	726	1586	1006	317	467	634
ENSG00000173141	1448	1702	1538	254	604	539
ENSG00000271250	0	0	0	0	0	0
ENSG00000215571	0	0	6	0	4	0
ENSG00000222747	0	2	4	0	0	0
ENSG00000236953	13	1	2	0	0	0
ENSG00000226908	0	2	0	0	0	0
ENSG00000165487	1316	1567	1760	1203	1479	1596
ENSG00000230022	0	6	0	0	0	0
ENSG00000207518	0	0	0	0	0	0
ENSG00000226525	10	10	18	16	28	42
ENSG00000102678	387	366	470	66	94	90
ENSG00000244197	0	0	0	0	0	0
ENSG00000120697	596	748	847	631	607	645
ENSG00000120699	1274	1405	1533	938	1091	1292
ENSG00000229928	0	0	0	0	0	0
ENSG00000276569	0	0	0	18	0	0
ENSG00000120658	340	277	391	161	109	134
ENSG00000232540	0	0	0	0	0	0
ENSG00000233821	0	0	6	0	0	0
ENSG00000287842	6	0	0	0	0	0
ENSG00000287029	0	3	1	2	0	0
ENSG00000270522	0	0	2	0	0	0
ENSG00000151773	107	66	106	30	52	66
ENSG00000274001	9	4	0	0	0	0
ENSG00000179630	88	64	107	33	36	28
ENSG00000280060	0	0	0	0	0	0
ENSG00000179611	80	128	108	56	58	102
ENSG00000277942	1	0	2	0	0	1
ENSG00000232662	0	0	0	0	0	8
ENSG00000185896	13995	14676	14392	15857	15321	13991
ENSG00000139835	724	595	853	430	394	456
ENSG00000276434	2	5	22	0	6	0
ENSG00000150401	945	808	990	461	419	482
ENSG00000202347	6	3	2	9	0	0
ENSG00000150403	3519	3632	3709	3221	2558	2595
ENSG00000276916	11	2	19	13	10	4
ENSG00000276248	77	50	58	49	0	6
ENSG00000198176	6802	10696	8041	3568	4458	4295
ENSG00000153531	477	331	470	1024	644	456
ENSG00000123200	2496	2767	2358	470	406	522
ENSG00000281026	116	44	146	22	12	10
ENSG00000197168	178	96	158	96	58	44
ENSG00000132953	2283	2898	2060	821	820	910
ENSG00000289617	0	0	0	0	0	0
ENSG00000005810	2974	2682	2209	479	345	521
ENSG00000260509	1	0	2	19	0	0
ENSG00000215349	2	2	0	0	0	0
ENSG00000224976	8	0	2	0	0	0
ENSG00000231184	0	0	0	0	0	0
ENSG00000229791	0	0	0	0	0	0
ENSG00000237164	0	0	0	0	0	0
ENSG00000223625	0	0	0	0	0	0
ENSG00000232894	2	0	1	3	0	10
ENSG00000215572	4	2	2	0	0	0
ENSG00000238132	2	3	2	0	9	4
ENSG00000196199	1586	1630	1578	536	245	271
ENSG00000226352	6	9	10	0	1	0
ENSG00000121390	1535	2353	1550	1581	1512	1584
ENSG00000275014	2	0	0	1	0	0
ENSG00000233469	2	0	0	16	0	8
ENSG00000139668	751	534	578	267	230	271
ENSG00000102796	86	41	97	45	90	73
ENSG00000236044	6	1	6	0	0	0
ENSG00000285764	0	0	0	0	0	0
ENSG00000197991	0	0	0	0	0	0
ENSG00000279797	0	0	0	0	0	0
ENSG00000234033	0	0	0	0	0	0
ENSG00000270856	0	0	0	0	0	0
ENSG00000227611	0	0	0	0	0	0
ENSG00000229307	0	0	0	0	0	0
ENSG00000232105	0	0	0	0	0	0
ENSG00000276586	0	0	0	0	0	0
ENSG00000271465	0	0	0	0	0	0
ENSG00000273550	0	0	0	0	0	0
ENSG00000287996	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0
ENSG00000287128	0	0	0	0	0	0
ENSG00000227674	0	0	0	0	0	0
ENSG00000237849	0	0	0	0	0	0
ENSG00000214269	0	0	0	0	0	0
ENSG00000214266	0	0	0	0	0	0
ENSG00000236565	2	0	6	2	16	4
ENSG00000263581	0	0	0	0	0	0
ENSG00000263561	0	0	0	0	0	0
ENSG00000235737	0	0	0	0	0	0
ENSG00000237378	0	0	0	0	0	0
ENSG00000261206	0	0	0	0	0	0
ENSG00000132958	4	7	9	34	12	10
ENSG00000235472	0	0	0	5	0	0
ENSG00000273964	0	0	0	0	0	0
ENSG00000139508	144	124	196	67	76	84
ENSG00000202237	0	0	0	5	0	0
ENSG00000233588	0	4	8	14	2	8
ENSG00000277227	0	0	0	0	0	0
ENSG00000236339	0	0	0	0	0	0
ENSG00000132963	2446	4023	3497	4187	3635	3209
ENSG00000120659	0	0	1	0	6	0
ENSG00000134900	1362	1634	1416	1268	1079	1065
ENSG00000253710	345	389	364	418	145	173
ENSG00000285323	0	0	0	0	0	0
ENSG00000139496	4825	5590	4813	3749	2294	2137
ENSG00000244754	2663	1905	2919	585	523	529
ENSG00000240654	0	0	0	2	0	0
ENSG00000173988	0	0	0	0	0	0
ENSG00000285566	0	0	0	0	0	0
ENSG00000280165	0	0	0	0	0	0
ENSG00000150459	2638	3297	3546	4337	3907	4585
ENSG00000212293	0	0	0	0	0	0
ENSG00000231417	0	0	0	4	0	0
ENSG00000226695	0	0	0	0	0	0
ENSG00000075673	30	22	32	23	37	34
ENSG00000207474	0	0	0	0	0	0
ENSG00000225404	0	0	0	0	0	0
ENSG00000132972	0	0	4	2	0	0
ENSG00000102606	3320	3033	3261	498	337	479
ENSG00000132964	1541	1748	1734	740	736	813
ENSG00000278413	0	0	0	0	0	0
ENSG00000285929	0	0	0	0	0	0
ENSG00000234031	0	0	0	0	0	0
ENSG00000232487	1	0	0	2	0	0
ENSG00000283361	0	0	0	20	30	17
ENSG00000283347	0	0	0	0	0	0
ENSG00000130177	1402	1508	1816	1147	1107	1306
ENSG00000264539	2	1	12	0	0	0
ENSG00000265450	5	2	0	0	0	0
ENSG00000285672	2	8	10	0	0	0
ENSG00000169062	708	680	752	414	542	520
ENSG00000226158	0	0	0	0	0	0
ENSG00000198824	2812	2480	2692	303	253	266
ENSG00000260615	0	0	0	10	4	0
ENSG00000289814	24	14	0	14	22	4
ENSG00000235366	0	0	0	0	0	0
ENSG00000102471	2170	2155	2822	1503	1561	1667
ENSG00000275919	0	0	0	0	0	0
ENSG00000231981	0	0	2	0	0	0
ENSG00000207298	0	0	0	0	0	0
ENSG00000260992	10	1	12	0	10	8
ENSG00000230871	0	0	0	0	4	0
ENSG00000088387	2843	2339	2258	483	561	577
ENSG00000235137	0	0	0	0	4	0
ENSG00000272329	0	0	0	0	0	0
ENSG00000222472	0	0	0	0	0	0
ENSG00000120694	4040	9565	5022	44526	21629	19328
ENSG00000187676	438	428	423	89	101	124
ENSG00000229427	2	0	0	0	0	0
ENSG00000180776	4936	5474	5421	2265	2544	2646
ENSG00000280348	0	0	0	0	0	0
ENSG00000279463	2	0	0	0	0	0
ENSG00000206617	0	0	0	0	0	0
ENSG00000139793	4401	3579	4682	1043	800	1037
ENSG00000057593	6	0	9	0	0	0
ENSG00000126218	334	92	317	152	167	291
ENSG00000230371	4	12	5	2	0	0
ENSG00000283828	33	25	34	12	4	2
ENSG00000126231	12	8	25	104	61	44
ENSG00000269125	0	2	0	16	2	10
ENSG00000126226	1993	1961	1992	1735	1445	1614
ENSG00000139842	3506	3406	3792	1694	1779	1789
ENSG00000186009	2	0	0	0	0	2
ENSG00000126217	1216	684	1106	203	165	229
ENSG00000186047	11	10	2	10	0	0
ENSG00000268486	0	0	0	0	0	0
ENSG00000196593	0	0	0	0	0	0
ENSG00000285576	0	0	0	0	0	0
ENSG00000275989	0	0	0	0	0	0
ENSG00000225760	0	0	0	0	0	0
ENSG00000244471	0	0	0	0	0	0
ENSG00000250299	0	0	0	0	8	0
ENSG00000289133	0	0	0	0	0	0
ENSG00000274052	0	0	0	0	0	0
ENSG00000219926	0	0	0	0	0	0
ENSG00000243406	0	0	1	0	0	0
ENSG00000253771	0	3	3	2	0	0
ENSG00000233325	0	1	3	0	0	0
ENSG00000227922	0	0	0	0	0	0
ENSG00000285746	0	0	0	0	0	0
ENSG00000266325	0	0	0	0	0	0
ENSG00000136160	0	0	0	0	0	0
ENSG00000233379	0	0	0	0	0	0
ENSG00000243035	0	0	0	0	0	0
ENSG00000139737	0	0	0	0	0	0
ENSG00000227604	0	0	0	0	0	0
ENSG00000133116	0	0	0	19	36	28
ENSG00000133121	182	171	238	120	47	38
ENSG00000230300	0	0	0	4	0	0
ENSG00000287274	0	0	0	0	0	0
ENSG00000277386	8	0	0	0	1	0
ENSG00000176882	0	0	0	0	0	0
ENSG00000123179	702	754	954	955	1110	1057
ENSG00000136110	0	4	2	17	0	0
ENSG00000211579	0	0	0	0	0	0
ENSG00000136099	0	0	0	17	0	1
ENSG00000233905	0	0	0	0	0	0
ENSG00000229788	0	0	0	0	0	0
ENSG00000235876	0	0	0	0	0	0
ENSG00000231914	0	0	0	0	0	0
ENSG00000226361	0	0	6	0	0	0
ENSG00000228797	4	0	0	0	0	0
ENSG00000230931	0	0	0	0	0	0
ENSG00000204718	0	0	0	0	0	0
ENSG00000227784	0	0	0	0	0	0
ENSG00000227568	0	0	0	0	0	0
ENSG00000225016	0	0	0	0	0	0
ENSG00000242756	0	0	0	0	0	0
ENSG00000223024	0	0	0	0	0	0
ENSG00000206787	0	0	0	0	0	0
ENSG00000235500	0	0	0	0	0	0
ENSG00000291256	0	0	0	0	0	0
ENSG00000290620	0	0	0	0	0	0
ENSG00000229375	0	0	0	0	0	0
ENSG00000187721	0	0	0	0	0	0
ENSG00000252287	0	0	0	0	0	0
ENSG00000224778	0	0	0	0	0	0
ENSG00000234894	0	0	0	0	0	0
ENSG00000229147	0	0	0	0	0	0
ENSG00000278337	0	0	0	0	0	0
ENSG00000121388	0	0	0	0	0	0
ENSG00000276644	0	4	0	0	0	0
ENSG00000236534	3	1	1	2	0	2
ENSG00000237816	0	0	0	0	0	0
ENSG00000233460	0	0	0	0	0	0
ENSG00000232881	0	0	0	0	0	0
ENSG00000152213	0	0	4	2	0	0
ENSG00000102466	7	0	0	0	0	0
ENSG00000276012	0	0	0	0	0	0
ENSG00000201155	0	0	0	0	0	0
ENSG00000215399	0	0	0	0	0	0
ENSG00000265164	0	0	0	0	0	0
ENSG00000229975	0	0	0	0	0	0
ENSG00000201690	0	0	0	0	0	0
ENSG00000264482	0	0	0	0	0	0
ENSG00000236860	0	0	0	0	0	0
ENSG00000243319	0	0	0	0	0	0
ENSG00000279702	0	0	0	0	0	0
ENSG00000134901	234	382	319	52	102	130
ENSG00000271026	0	0	0	0	0	0
ENSG00000235115	0	0	0	0	0	0
ENSG00000152520	1779	1742	2080	428	447	456
ENSG00000232587	0	0	0	0	0	0
ENSG00000200840	0	0	1	0	0	0
ENSG00000102755	0	0	0	8	16	6
ENSG00000083635	588	609	601	435	276	226
ENSG00000133114	911	678	944	428	474	430
ENSG00000265802	1	3	3	1	0	0
ENSG00000223341	0	0	0	1	0	0
ENSG00000188342	1289	1565	1440	581	778	1178
ENSG00000271818	0	0	0	0	0	0
ENSG00000277358	0	0	0	3	0	0
ENSG00000180332	2	5	0	61	23	46
ENSG00000133112	27721	19284	33778	93152	80042	77621
ENSG00000174032	997	1367	1117	472	476	608
ENSG00000151846	0	0	0	0	0	0
ENSG00000289006	0	0	0	0	0	0
ENSG00000279695	0	0	0	0	0	0
ENSG00000165566	0	0	8	6	3	22
ENSG00000279550	0	0	0	0	0	0
ENSG00000235315	0	0	0	3	0	0
ENSG00000139505	1317	1802	1552	528	443	568
ENSG00000207719	0	2	0	0	0	0
ENSG00000228808	2	4	1	0	0	0
ENSG00000238241	0	0	0	0	0	0
ENSG00000285448	0	0	0	0	0	0
ENSG00000125304	7024	8012	7755	5939	4619	4758
ENSG00000120669	4	0	0	0	0	0
ENSG00000250709	0	0	0	0	0	0
ENSG00000242715	0	0	0	0	0	0
ENSG00000133083	122	104	148	50	96	94
ENSG00000261517	0	0	0	0	0	0
ENSG00000271652	0	0	0	0	0	0
ENSG00000283126	0	0	0	0	0	0
ENSG00000229456	1	0	4	0	2	0
ENSG00000211491	0	0	0	2	0	0
ENSG00000102738	494	618	627	160	288	330
ENSG00000277794	0	0	0	0	0	0
ENSG00000102743	670	757	672	155	183	295
ENSG00000207652	0	0	0	0	0	0
ENSG00000168852	5	0	0	0	0	0
ENSG00000176268	3	5	10	0	0	0
ENSG00000180660	1	0	0	0	0	0
ENSG00000151778	0	0	0	4	6	0
ENSG00000102804	12734	7029	14641	976	615	857
ENSG00000280357	0	0	0	0	0	0
ENSG00000230793	0	0	0	6	0	0
ENSG00000284809	0	0	0	0	0	0
ENSG00000102794	0	0	0	0	0	0
ENSG00000261446	0	0	0	0	0	0
ENSG00000252696	0	0	0	0	0	0
ENSG00000235879	0	0	0	0	0	0
ENSG00000224419	0	0	0	0	0	0
ENSG00000283783	0	0	0	0	0	0
ENSG00000251753	0	0	0	0	0	0
ENSG00000231674	0	0	0	0	0	0
ENSG00000227983	0	0	0	0	0	0
ENSG00000288001	0	0	0	0	0	0
ENSG00000278177	0	0	0	0	0	0
ENSG00000183098	2	0	2	0	0	0
ENSG00000286843	0	0	0	0	0	0
ENSG00000235784	0	0	0	0	0	0
ENSG00000224394	0	0	0	0	0	0
ENSG00000212559	0	0	0	0	0	0
ENSG00000236520	0	0	0	0	0	0
ENSG00000289204	0	0	0	0	0	0
ENSG00000080166	6	2	6	18	0	10
ENSG00000088451	472	593	564	153	152	274
ENSG00000152749	789	1275	1068	234	302	358
ENSG00000222129	0	0	0	0	0	0
ENSG00000274168	0	0	0	0	0	0
ENSG00000227640	1	0	0	0	2	0
ENSG00000125285	0	0	0	0	0	0
ENSG00000235768	2	0	0	10	0	0
ENSG00000237924	0	0	0	0	0	0
ENSG00000260962	2	6	0	0	0	0
ENSG00000252335	9	0	0	0	0	0
ENSG00000125257	2009	1848	2196	960	950	1007
ENSG00000223298	0	0	0	0	0	0
ENSG00000200211	0	0	0	0	0	0
ENSG00000271492	0	0	0	0	0	0
ENSG00000134873	0	0	0	6	0	0
ENSG00000223392	0	0	0	0	0	0
ENSG00000134874	3	4	0	101	30	32
ENSG00000102580	2784	3772	2769	1493	867	852
ENSG00000229622	0	2	0	0	0	0
ENSG00000227714	0	2	0	0	0	0
ENSG00000232373	0	0	4	0	0	0
ENSG00000276809	0	2	0	0	0	0
ENSG00000102595	1243	907	1237	916	869	867
ENSG00000226977	0	0	0	0	0	0
ENSG00000185352	26	24	24	10	16	14
ENSG00000242614	0	0	0	0	0	0
ENSG00000283487	0	0	0	0	0	0
ENSG00000233273	0	0	0	0	0	0
ENSG00000226134	0	0	0	0	0	0
ENSG00000286544	0	0	0	0	0	0
ENSG00000272281	0	0	0	0	0	0
ENSG00000225239	0	0	0	6	2	0
ENSG00000259831	0	0	0	10	0	0
ENSG00000185989	1588	1232	1440	401	498	590
ENSG00000118922	956	662	916	73	162	124
ENSG00000133101	0	0	0	0	0	0
ENSG00000223383	0	0	0	0	0	0
ENSG00000198033	0	0	0	0	0	0
ENSG00000123178	672	707	848	281	617	461
ENSG00000118939	39	36	71	50	43	43
ENSG00000179399	2	1	0	12	31	4
ENSG00000282997	0	0	0	0	0	0
ENSG00000252508	0	0	0	0	0	0
ENSG00000229287	0	0	0	0	0	0
ENSG00000282865	0	0	0	0	0	0
ENSG00000283097	0	0	0	0	0	0
ENSG00000236240	0	0	0	0	0	0
ENSG00000263741	0	0	0	0	0	0
ENSG00000282993	0	0	0	0	0	0
ENSG00000235984	0	0	0	0	0	0
ENSG00000292285	0	0	0	0	0	0
ENSG00000214182	0	0	0	0	0	0
ENSG00000293057	104	173	172	66	57	64
ENSG00000225510	0	0	0	0	0	0
ENSG00000293073	0	0	0	0	0	0
ENSG00000215486	0	0	0	0	0	0
ENSG00000233780	0	0	0	1	4	0
ENSG00000293217	0	0	0	0	0	0
ENSG00000224892	0	0	0	0	0	0
ENSG00000235438	0	0	0	0	0	0
ENSG00000234267	0	0	0	0	0	0
ENSG00000225727	0	0	1	0	0	0
ENSG00000123201	0	0	0	0	0	0
ENSG00000180389	0	0	0	2	0	0
ENSG00000165556	1311	1106	1284	359	199	235
ENSG00000183463	0	0	0	0	0	0
ENSG00000242360	0	0	0	0	0	0
ENSG00000205863	0	0	0	0	0	0
ENSG00000288716	0	0	0	0	0	0
ENSG00000123191	949	764	737	223	174	312
ENSG00000139618	571	696	434	117	129	124
ENSG00000139687	2144	2632	2299	1253	1391	1686
ENSG00000289900	0	0	0	4	0	0
ENSG00000134871	5	0	7	2	6	11
ENSG00000136104	795	798	875	509	634	588
ENSG00000153487	1554	1416	1845	2110	1696	1397
ENSG00000136153	233	192	231	132	96	90
ENSG00000120693	213	145	202	82	42	44
ENSG00000233545	0	0	0	0	0	0
ENSG00000205822	0	0	0	0	0	0
ENSG00000102699	7927	6856	7467	1924	2689	3123
ENSG00000244615	0	0	0	0	0	0
ENSG00000226057	0	0	0	0	0	0
ENSG00000226619	0	0	0	0	0	0
ENSG00000229938	0	0	0	0	0	0
ENSG00000236242	0	3	3	8	0	0
ENSG00000236053	0	0	0	10	0	0
ENSG00000174418	0	0	0	0	0	0
ENSG00000125266	1637	1372	1573	2033	705	613
ENSG00000284966	34	14	8	60	35	16
ENSG00000274204	10	4	6	0	3	0
ENSG00000134884	3165	2571	3534	1001	843	811
